"author","display_name_alternatives","year"
Richard Kurt Lewis,"[""Roger Lewis"", ""RR Lewis"", ""R R Lewis"", ""Richard K. Lewis"", ""Richard Lewis"", ""RICHARD LEWIS"", ""Roger R. Lewis"", ""R. Lewis"", ""R.R. Lewis"", ""R. K. Lewis"", ""R.R Lewis"", ""R K Lewis"", ""Richard Kurt Lewis"", ""Richard K Lewis"", ""R. Roberts Lewis"", ""R Lewis"", ""R. R. Lewis"", ""Roger R Lewis""]",1988
Stewart Motha,"[""Stewart John Motha"", ""Stewart Motha"", ""Stewart J. Motha""]",2007
Mary E. Vogel,"[""Mary Elizabeth Vogel"", ""Mary E Vogel"", ""Mary E. Vogel"", ""Mary Vogel""]",2008
TM Partington,"[""TM Partington"", ""T. Partington"", ""T. C. Partington""]",1992
Peter Hennessy,"[""P. Hennessy"", ""peter Hennessy"", ""Peter H. Hennessy"", ""P Hennessy"", ""Peter Hennessy""]",1986
Derek Oulton,"[""Derek Oulton""]",1994
Rosemary Stevens,"[""R. Stevens"", ""R. A. STEVENS"", ""Rom Stevens"", ""Robert b Stevens"", ""ROSEMARY STEVENS"", ""Robert B. Stevens"", ""Rosemary Stevens"", ""ROBERT B. STEVENS"", ""R A Stevens"", ""Rosemary A. Stevens"", ""Robert Bocking Stevens"", ""R STEVENS"", ""Robert Stevens"", ""Robert B Stevens"", ""R.A. Stevens"", ""R. A. Stevens"", ""R. B. Stevens"", ""Rom A Stevens"", ""Rosemary A Stevens"", ""Rom A. Stevens"", ""R Stevens""]",1994
Antoine Garapon,"[""A. Garapon"", ""Antoine Garapon"", ""A Garapon"", ""Antoine . Auteur du texte Garapon""]",1987
Michael King,"[""M. Sharp King"", ""M.S. King"", ""M. S. King"", ""Michael S King"", ""M. W. King"", ""M. King"", ""M.B. King"", ""Matthew King"", ""Matthew S King"", ""Michael King"", ""M King"", ""Matthew S. King"", ""Michael S. King""]",1987
Ian R. Macneil,"[""Ian Macneil"", ""Ian R. Macneil"", ""Ian R Macneil"", ""I MacNeil"", ""Ian MacNeil"", ""Ian R. MacNeil"", ""I. MacNeil""]",1982
John Tillotson,"[""J. G. Tillotson"", ""J. Tillotson"", ""John Tillotson""]",1982
Ken Foster,"[""Ken Foster"", ""Ken L. Foster""]",1982
Russell Campbell,"[""Russell Campbell"", ""R. J. Campbell"", ""R. J. R. Campbell""]",1992
Phil Scraton,"[""Phil Scraton"", ""P. Scraton""]",1985
Michael Freeman,"[""M.D Freeman"", ""M.D. Freeman"", ""M Freeman"", ""Michael D A Freeman"", ""M.D.A. Freeman"", ""Michael D. A. Freeman"", ""M. D. A. Freeman"", ""Michael D.A. Freeman"", ""M. Freeman"", ""Michael David Alan Freeman"", ""M. D. Freeman"", ""M D A Freeman"", ""Michael Freeman"", ""M.D. FREEMAN""]",1985
Belinda Meteyard,"[""Belinda Meteyard""]",1985
Edward Littlejohn,"[""Edward Littlejohn"", ""Edward J. Littlejohn""]",1991
Steve Redhead,"[""Steve Redhead"", ""S.C. Redhead"", ""Stephen Redhead"", ""STEVE REDHEAD"", ""S. C. Redhead"", ""S. Redhead""]",1985
Bob Fine,"[""B. Fine"", ""Bob Fine""]",1985
Benjamin Morgan,"[""Benjamin J Morgan"", ""Benjamin Morgan"", ""Benjamin Joseph Morgan"", ""Benjamin J. Morgan"", ""B. Morgan""]",2007
Judith Masson,"[""Judith M. Masson"", ""Judith Masson"", ""J Masson"", ""Judith M Masson""]",2006
David S. Wall,"[""David. S. Wall"", ""David Wall"", ""David Stanley Wall"", ""David S Wall"", ""David S. Wall"", ""David S.Wall"", ""D Wall"", ""D.S. Wall"", ""D. Wall"", ""David S. Wall""]",1996
Koenraad Raes,"[""Koenraad Raes"", ""K. Raes"", ""Koen Raes"", ""K Raes""]",1986
Antoine Duval,"[""Antoine Duval""]",2018
Alan Hunt,"[""Alan HUnt"", ""Alan Hunt"", ""A. Hunt"", ""Alan J. Hunt"", ""ALAN HUNT"", ""Alan James Hunt"", ""A.J. Hunt"", ""A J Hunt"", ""A. J. Hunt"", ""Alan J Hunt"", ""A Hunt""]",1987
Peter Fitzpatrick,"[""P. Fitzpatrick"", ""Peter Fitzpatrick"", ""P Fitzpatrick"", ""Peter H Fitzpatrick"", ""Peter Henry Fitzpatrick""]",1987
Christine Parker,"[""C E Parker"", ""C Parker"", ""Ce Parker"", ""C. White"", ""Christine Parker"", ""Carmel White"", ""C. Parker"", ""Christine Elizabeth Parker"", ""Carmel Parker White""]",1998
Andrew Goldsmith,"[""A. J. Goldsmith"", ""Andrew Goldsmith"", ""Andrew J Goldsmith"", ""A. Goldsmith"", ""A Goldsmith"", ""Andrew John Goldsmith"", ""Andrew J. Goldsmith""]",1998
D. Vick,"[""D W Vick"", ""Douglas Vick"", ""Douglas W. Vick"", ""D. Vick"", ""Douglas W Vick"", ""Doug Vick"", ""D Vick"", ""Doug W. Vick""]",2001
Kevin Campbell,"[""Kevin Louis Campbell"", ""K.L.I. Campbell"", ""Kevin Campbell"", ""K. Campbell"", ""Kevin. Campbell"", ""K Campbell""]",2001
Tony Ward,"[""T.F. Ward"", ""T Ward"", ""T. F. Ward"", ""Tony Ward"", ""Tony. Ward"", ""T. Ward""]",2006
Haydn Davies,"[""H.W.E. Davies"", ""Haydn Davies""]",2014
Roger W. Smith,"[""R W Smith"", ""roger Smith"", ""R Smith"", ""R. W. Smith"", ""Roger W Smith"", ""Roger Smith"", ""Roger W. Smith"", ""R. Smith"", ""R. W Smith"", ""R.W.Smith"", ""R.W Smith"", ""R.W. Smith""]",1996
Iain Ramsay,"[""I Ramsay"", ""Iain D.C. Ramsay"", ""Iain Ramsay"", ""I. Ramsay"", ""Iain D. C. Ramsay""]",1988
Wade Mansell,"[""Wade Mansell"", ""W Mansell""]",1998
Joanne Conaghan,"[""J Conaghan"", ""J. Conaghan"", ""Joanne Conaghan"", ""Joanne A F Conaghan""]",1998
Jo Shaw,"[""J. Shaw"", ""J.W. Shaw"", ""Jo Shaw"", ""J. W. Shaw"", ""Jo. Shaw""]",2008
Yash Ghai,"[""Y. Ghai"", ""Yash Ghai"", ""Y Ghai"", ""Y. P. Ghai"", ""Yash Pal Ghai"", ""Yash P. Ghai"", ""Y.P. Ghai""]",2008
Alison Diduck,"[""Alison L. Diduck"", ""A Diduck"", ""Alison Diduck"", ""A. Diduck""]",1995
Julia Brophy,"[""Julia Brophy"", ""Julia Anne Brophy"", ""J Brophy""]",2008
Linda Mulcahy,"[""L. Mulcahy"", ""L.J. Mulcahy"", ""Linda J Mulcahy"", ""Linda Mulcahy"", ""LINDA MULCAHY"", ""L Mulcahy""]",2000
Robert Lee,"[""Lorenne Robert"", ""Lester Robert"", ""Lee. Robert"", ""Robert Lester"", ""L. St. Claire Robert"", ""Robert Lee"", ""Robert Lorenne""]",2009
Terry Marsden,"[""T.K. Marsden"", ""Terry K. Marsden"", ""Terry Marsden"", ""T. Marsden"", ""Terry Keith Marsden"", ""T K Marsden"", ""Terry keith Marsden"", ""T. K. Marsden"", ""Terry K Marsden"", ""T Marsden""]",2009
Bridget M. Hutter,"[""Bridget M Hutter"", ""Bridget Hutter"", ""Bridget M. Hutter"", ""BRIDGET M. HUTTER""]",1993
Michael Robertson,"[""Michael Keith Robertson"", ""Michael David Robertson"", ""M.K. Robertson"", ""M. Robertson"", ""Michael D Robertson"", ""Michael D. Robertson"", ""M Robertson"", ""Michael Robertson""]",2003
Jeffrey M. Giddings,"[""J M Giddings"", ""Jeffrey M. Giddings"", ""Jeff Giddings"", ""J Giddings"", ""Jeffrey Giddings"", ""J. Giddings"", ""J. M. Giddings"", ""Jeffrey Michael Giddings"", ""J.M. Giddings"", ""Jeffrey M Giddings"", ""Jeff Michael Giddings"", ""J. Michael Giddings"", ""JM Giddings""]",2003
Stewart Andrew Field,"[""Stewart Field"", ""Stewart Andrew Field"", ""S. B. Field""]",1990
Jean-Luc Nancy,"[""J L Nancy"", ""J Nancy"", ""Jean-luc Nancy"", ""Jean‐Luc Nancy"", ""J. L. Nancy"", ""J. Mariyam Nancy"", ""Jean-Luc Nancy"", ""JEAN-LUC NANCY"", ""jean‐luc nancy"", ""J.L. Nancy"", ""J Leidenheimer Nancy""]",2007
Javier Lezaun,"[""Javier Lezaun"", ""J Lezaun"", ""J. Lezaun"", ""J.A. Lezaun""]",2012
Lorna Fox O'Mahony,"[""Lorna Fox O’Mahony"", ""L. O'Mahony"", ""Lorna Fox O'Mahony"", ""L. Fox O’Mahony"", ""L. O’Mahony"", ""Lorna Fox O'mahony"", ""Lorna Fox OMahony"", ""L Fox O'Mahony"", ""L O'Mahony""]",2010
James Sweeney,"[""James A. Sweeney"", ""J.A. Sweeney"", ""James Sweeney"", ""J. Sweeney"", ""James A Sweeney"", ""James Anthony Sweeney""]",2010
Ruth Dukes,"[""R Dukes"", ""Ruth DUKES"", ""RUTH DUKES"", ""R J Dukes"", ""Ruth Dukes"", ""R. Dukes""]",2008
Margaret Thatcher,"[""Margaret Allan Thatcher"", ""M Thatcher"", ""M. Thatcher"", ""Margaret Thatcher""]",1988
Andrew Gamble,"[""Andrew Gamble"", ""A. Gamble"", ""Andrew J. Gamble"", ""A Gamble"", ""ANDREW GAMBLE""]",1988
William J. Chambliss,"[""William J. Chambliss"", ""William Chambliss""]",1983
John J. Bonsignore,"[""John Bonsignore"", ""John J. Bonsignore""]",1983
Robert B. Seidman,"[""Robert B Seidman"", ""Robert Seidman"", ""R.B. Seidman"", ""Robert B. Seidman"", ""R. B. Seidman""]",1983
Alain Alcouffe,"[""Alain Alcouffe"", ""A. Alcouffe"", ""Alcouffe Alain""]",1997
Christiane Alcouffe,"[""C. Alcouffe"", ""Christiane Alcouffe""]",1997
Andrew Norris,"[""A Norris"", ""Andrew. Norris"", ""A. S. Norris"", ""Andrew Norris""]",2007
David W. Bates,"[""D. W. Bates"", ""D.W. Bates"", ""David W. Bates"", ""D. Bates"", ""David W Bates"", ""D Bates"", ""David Westfall Bates"", ""D W Bates"", ""David Bates""]",2007
C. G. Weeramantry,"[""Christopher G Weeramantry"", ""C. G. Weeramantry"", ""Christopher Gregory Weeramantry"", ""C.G. Weeramantry"", ""Christopher Weeramantry"", ""Christopher G. Weeramantry""]",1984
Pauline Todd,"[""Pauline Todd""]",1984
Tamara Goriely,"[""T Goriely"", ""Tamara Goriely""]",2003
Piyel Haldar,"[""Piyel Haldar"", ""P. Haldar"", ""P Haldar""]",2004
Bryant G. Garth,"[""B. Garth"", ""Bryant Garth"", ""Bryant G. Garth"", ""B Garth"", ""Bryant G Garth"", ""B.G. Garth""]",2021
Yves Dezalay,"[""Yves Dezalay"", ""Yves M. Dezalay"", ""Yves M Dezalay"", ""Yves Maurice Pierre Dezalay"", ""Y Dezalay""]",2021
Yves Dezalay,"[""Yves Dezalay"", ""Yves M. Dezalay"", ""Yves M Dezalay"", ""Yves Maurice Pierre Dezalay"", ""Y Dezalay""]",2021
Wade Mansell,"[""Wade Mansell"", ""W Mansell""]",1995
Howard Tolley,"[""H. Tolley"", ""Howard Tolley"", ""Howard B. Tolley""]",1995
Jennifer Sigafoos,"[""Jennifer A. Sigafoos"", ""Jennifer Sigafoos"", ""J. Sigafoos"", ""J Sigafoos""]",2021
James Organ,"[""James Organ"", ""J Organ"", ""J. H. Organ""]",2021
Jess Smith,"[""Jessica Smith"", ""J. Bolton Smith"", ""Jess Smith"", ""JESSICA SMITH"", ""Jess""]",2021
Steve Uglow,"[""Steve Uglow"", ""S Uglow""]",1984
Brian Bercusson,"[""Brian Bercusson"", ""B Bercusson"", ""B. Bercusson""]",1988
Philip Larkin,"[""Philip Larkin"", ""Philip M. Larkin"", ""P Larkin""]",2014
David Bradley,"[""David C Bradley"", ""David Cody Bradley"", ""D.C. Bradley"", ""David C. Bradley"", ""D. Bradley"", ""D Bradley"", ""D. C. Bradley"", ""D. M. Bradley"", ""David Bradley"", ""sciencebase""]",1999
Michel Coutu,"[""Michel Coutu""]",2009
Anke Stock,"[""Anke J. Stock"", ""Anke Stock"", ""A. Stock""]",2006
Ruth Dukes,"[""R Dukes"", ""Ruth DUKES"", ""RUTH DUKES"", ""R J Dukes"", ""Ruth Dukes"", ""R. Dukes""]",2020
Wolfgang Streeck,"[""wolfgang streeck"", ""W. Streeck"", ""Wolfgang Streeck"", ""Streeck Wolfgang"", ""WOLFGANG STREECK"", ""Wolfgang. Streeck""]",2020
Jonathan Scott,"[""J.L. Scott"", ""Jonathan A. Scott"", ""J. A. Scott"", ""Jacqueline L. Scott"", ""Jonathan A Scott"", ""Jonathan Alan Scott"", ""JACQUELINE SCOTT"", ""J.N. Scott"", ""J. L. Scott"", ""Joanne Scott"", ""J. Scott"", ""J A Scott"", ""Jacqueline Scott"", ""J.A. Scott"", ""Jacqueline Lianna Scott"", ""J Scott"", ""Jonathan Scott""]",1995
Julia Adiba Sohrab,"[""Julia Adiba Sohrab"", ""Julia A. Sohrab"", ""Julia Sohrab""]",1995
Joanne Conaghan,"[""J Conaghan"", ""J. Conaghan"", ""Joanne Conaghan"", ""Joanne A F Conaghan""]",1993
Sally Wheeler,"[""S Wheeler"", ""Sally Padgett. Wheeler"", ""Sally Wheeler"", ""Sally Padgett Wheeler""]",1999
Michael Bönke,"[""Michael Bönke""]",2001
Jiri Priban,"[""JIŘÍ PŘIBÁŇ"", ""Jirí Pribán"", ""Jiří Přiban"", ""Jiri Priban"", ""J. Priban"", ""Jiri Pribán"", ""Jiří Přibáň""]",1994
Alan Norrie,"[""Alan W. Norrie"", ""ALAN NORRIE"", ""Alan W Norrie"", ""A Norrie"", ""Alan Norrie"", ""A. W. Norrie""]",1994
Luke Clements,"[""L. J. Clements"", ""Luke J. Clements"", ""Luke Clements""]",1999
Elen Stokes,"[""E. Stokes"", ""Elen Stokes"", ""Elen Rhiannon Stokes"", ""E Stokes"", ""Elen R. Stokes""]",2009
Robert Lee,"[""Lorenne Robert"", ""Lester Robert"", ""Lee. Robert"", ""Robert Lester"", ""L. St. Claire Robert"", ""Robert Lee"", ""Robert Lorenne""]",2009
Peter Goodrich,"[""P. Goodrich"", ""Peter Goodrich"", ""Peter Hampton Goodrich"", ""Peter H. Goodrich""]",1987
John Pratt,"[""J. Davidson Pratt"", ""John Pratt"", ""J. D. Pratt"", ""John D. Pratt"", ""J. Pratt"", ""John D. Pratt""]",1983
Philip A. Thomas,"[""P. A. Thomas"", ""P.A. Thomas"", ""P Thomas"", ""Philip Aneurin Thomas"", ""Philip A. Thomas"", ""Philip Thomas"", ""P. Thomas""]",1994
Stewart Andrew Field,"[""Stewart Field"", ""Stewart Andrew Field"", ""S. B. Field""]",1994
Josephine Reeves,"[""Josephine Reeves""]",1993
Sally Guttmacher,"[""Sally Guttmacher"", ""S. Guttmacher"", ""S Guttmacher"", ""Sally J. Guttmacher""]",1990
Philip A. Thomas,"[""P. A. Thomas"", ""P.A. Thomas"", ""P Thomas"", ""Philip Aneurin Thomas"", ""Philip A. Thomas"", ""Philip Thomas"", ""P. Thomas""]",1992
Nick Wikeley,"[""Nick Wikeley"", ""N Wikeley"", ""NICK WIKELEY"", ""N.J. Wikeley"", ""N. Wikeley"", ""N. J. Wikeley"", ""N J Wikeley""]",1989
Andrew Clark,"[""Andrew David Clark"", ""Andrew D. Clark"", ""A Clark"", ""Andrew Clark"", ""A. D. H. Clark"", ""Andrew D Clark"", ""A.D. Clark"", ""A. D Clark"", ""A D Clark"", ""A. Clark"", ""Andrew D.H. Clark"", ""Andrew D. H. Clark"", ""A.D.H. Clark"", ""A D H Clark"", ""A. D. Clark""]",1992
Jane Lewis,"[""J. E. A. Lewis"", ""Jane Ea Lewis"", ""Jane E Lewis"", ""JANE LEWIS"", ""J. Lewis"", ""J. E. Lewis"", ""J.E. Lewis"", ""J Lewis"", ""Jane E. Lewis"", ""Jane Lewis"", ""J. LEWIS"", ""Jane E. A. Lewis""]",1988
Michael J. Trebilcock,"[""Michael Trebilcock"", ""Trebilcock Michael"", ""M J Trebilcock"", ""M Trebilcock"", ""Michael J Trebilcock"", ""M. Trebilcock"", ""Michael J. Trebilcock"", ""M. J. Trebilcock""]",1995
Roger Brownsword,"[""Roger Brownsword"", ""Brownsword Roger"", ""R. Brownsword"", ""R Brownsword""]",1995
Rebecca J. Cook,"[""Rebecca J. Cook"", ""R.J. Cook"", ""Rebecca Cook"", ""R.J Cook"", ""R. J.D. Cook"", ""R. Cook"", ""R J Cook"", ""R Cook"", ""Rebecca Julia Cook"", ""R. J. Cook"", ""Rebecca J Cook""]",1995
Thérèse Murphy,"[""T C. Murphy"", ""T.C. Murphy"", ""Tania Murphy"", ""T. C. Murphy"", ""Tania C. Murphy"", ""T C Murphy"", ""Tamara Murphy"", ""Murphy Thérèse"", ""T Murphy"", ""Therese Murphy"", ""Thérèse Murphy"", ""T. Murphy""]",1995
Roger Cotterrell,"[""Roger Cotterrell"", ""Roger B. M. Cotterrell"", ""Roger B.M. Cotterrell"", ""R Cotterrell"", ""ROGER COTTERRELL""]",2017
James Allan,"[""James. Allan"", ""James F. P. Allan"", ""J. Allan"", ""J Allan"", ""James P. Allan"", ""J. F. P. Allan"", ""James F.P. Allan"", ""James Plunkett Allan"", ""James Allan"", ""James F. Allan""]",2021
David Campbell,"[""David A. Campbell"", ""David A Campbell"", ""David Alexander. Campbell"", ""D. A. Campbell"", ""D. Campbell"", ""D A Campbell"", ""D. A. S. Campbell"", ""David Campbell"", ""D.A. Campbell""]",2021
David Feldman,"[""David Feldman"", ""D Feldman"", ""David. Feldman"", ""D. Feldman"", ""DAVID FELDMAN"", ""David I. Feldman"", ""David I Feldman""]",1992
Peter Westen,"[""P. Westen"", ""P Westen"", ""Peter Kay Westen"", ""Peter K. Westen"", ""Peter Westen""]",1992
Phil Fennell,"[""Philip Fennell"", ""P. Fennell"", ""Phil Fennell"", ""P. W. H. Fennell"", ""Philip W. H. Fennell"", ""P Fennell"", ""Philip William Hugh Fennell""]",1990
Kevin Williams,"[""K Williams"", ""Kevin Maurice Williams"", ""K M Williams"", ""Kevin M Williams"", ""Kevin Williams"", ""K. Williams""]",2003
Conor Gearty,"[""Conor A. Gearty"", ""C. Gearty"", ""Conor Gearty"", ""C. A. Gearty"", ""CONOR GEARTY"", ""Conor Anthony Gearty""]",1992
Lucy Welsh,"[""Lucy Welsh"", ""LUCY WELSH"", ""Lucy Charlotte Welsh"", ""L Welsh""]",2017
Fabio de Sa e Silva,"[""Fabio De Sa e Silva"", ""Fabio De Sá e Silva"", ""Fabio De Sa E Silva"", ""de Sa e Silva Fabio"", ""Fabio de Sa e Silva""]",2020
Emily Finch,"[""E Finch"", ""Emily A Finch"", ""Emily Finch"", ""Emily FInch"", ""Emily A. Finch"", ""E. Finch""]",2008
Vanessa E. Munro,"[""V.E. Munro"", ""Vanessa Munro"", ""Vanessa E. Munro"", ""Vanessa E Munro""]",2008
Ralf Rogowski,"[""Ralf Rogowski"", ""R. Rogowski""]",1986
Erhard Blankenburg,"[""E.R. Blankenburg"", ""E. Blankenburg"", ""Erhard Blankenburg"", ""E Blankenburg""]",1986
Tom Campbell,"[""T. Campbell"", ""T. D. Campbell"", ""T.D. Campbell"", ""Tom D. Campbell"", ""T Campbell"", ""Tom Campbell""]",1991
Phil Fennell,"[""Philip Fennell"", ""P. Fennell"", ""Phil Fennell"", ""P. W. H. Fennell"", ""Philip W. H. Fennell"", ""P Fennell"", ""Philip William Hugh Fennell""]",1991
Christopher Heginbotham,"[""Christopher John Heginbotham"", ""Chris Heginbotham"", ""Christopher Heginbotham"", ""C Heginbotham""]",1991
Anne Bottomley,"[""A. Bottomley"", ""Anne Bottomley"", ""A. Keith Bottomley"", ""A. K. Bottomley""]",1993
Melissa Curley,"[""Melissa Curley"", ""M.G. Curley"", ""M Curley"", ""Melissa Gail Curley"", ""Melissa G. Curley""]",2014
David Cowan,"[""DS Cowan"", ""Dave Cowan"", ""D. L. Cowan"", ""David S Cowan"", ""D. Cowan"", ""David S. Cowan"", ""D. W. Cowan"", ""D. S. C. Cowan"", ""David Cowan"", ""D. S. Cowan"", ""David Cowan""]",2008
Helen Carr,"[""Carr Helen"", ""Helen Carr"", ""Helen P. Carr"", ""H. Carr"", ""H Carr"", ""Helen P Carr"", ""Helen Cooke Carr"", ""Helen Sorayya Carr""]",2008
Michael Lobban,"[""Michael Lobban"", ""M Lobban"", ""M. Lobban"", ""M. LOBBAN""]",2020
Johanna del Pilar Cortés-Nieto,"[""Johanna del Pilar Cortes-Nieto"", ""Johanna del Pilar Cortés-Nieto"", ""Johanna Del Pilar Cortés‐Nieto"", ""Johanna del Pilar Cortés Nieto"", ""Johanna Cortes-Nieto""]",2020
David Campbell,"[""David A. Campbell"", ""David A Campbell"", ""David Alexander. Campbell"", ""D. A. Campbell"", ""D. Campbell"", ""D A Campbell"", ""D. A. S. Campbell"", ""David Campbell"", ""D.A. Campbell""]",1990
Donald Harris,"[""Donald P. Harris"", ""Donald Harris"", ""D. Harris"", ""D. P. Harris"", ""D Harris""]",1990
Anthony Lester,"[""A. P. Lester"", ""Anthony Lester""]",2005
Lydia Clapinska,"[""Lydia Clapinska""]",2005
Sharyn Roach Anleu,"[""Sharyn Roach Anleu"", ""Sharyn Anleu"", ""Sharyn Leanne Roach Anleu"", ""Roach Anleu"", ""SHARYN ROACH ANLEU"", ""Sharyn L Roach Anleu"", ""Sharyn L. Roach Anleu""]",2023
Ruth Dukes,"[""R Dukes"", ""Ruth DUKES"", ""RUTH DUKES"", ""R J Dukes"", ""Ruth Dukes"", ""R. Dukes""]",2023
Wolfgang Streeck,"[""wolfgang streeck"", ""W. Streeck"", ""Wolfgang Streeck"", ""Streeck Wolfgang"", ""WOLFGANG STREECK"", ""Wolfgang. Streeck""]",2023
Michael Adler,"[""Michael E. Adler"", ""M Adler"", ""M. Adler"", ""Michael E Adler"", ""MICHAEL ADLER"", ""Michael Adler""]",2023
Máiréad Enright,"[""Máiréad Enright"", ""Mairead Enright"", ""MÁIRÉAD ENRIGHT""]",2023
Chiara Valentini,"[""CHIARA VALENTINI"", ""Chiara Valentini"", ""C. Valentini"", ""C Valentini"", ""Chiara Martina Valentini""]",2023
Peter Alldridge,"[""Peter W. Alldridge"", ""P Alldridge"", ""P. W. Alldridge"", ""Peter Alldridge""]",1993
Lois S Bibbings,"[""Lois S Bibbings"", ""Lois S. Bibbings"", ""Lois Bibbings"", ""L.S Bibbings""]",1993
Clare McGlynn,"[""Clare McGLYNN"", ""C. McGlynn"", ""C. M. S. McGlynn"", ""CLARE McGLYNN"", ""C McGlynn"", ""C.M.S. McGlynn"", ""Clare Mary Smith McGlynn"", ""Clare Mcglynn"", ""Clare M.S. McGlynn"", ""Clare McGlynn""]",2014
I. M. Ward,"[""I. M Ward"", ""I WARD"", ""Ian Macmillan . Ward"", ""Ian Ward"", ""I Ward"", ""Ian M. Ward"", ""I M Ward"", ""Ian M Ward"", ""I.M Ward"", ""I. M. Ward"", ""Ian. M. Ward"", ""I.M.L. Ward"", ""I.M. Ward"", ""Ian Macmillan Ward"", ""I. Ward""]",2014
I. M. Ward,"[""I. M Ward"", ""I WARD"", ""Ian Macmillan . Ward"", ""Ian Ward"", ""I Ward"", ""Ian M. Ward"", ""I M Ward"", ""Ian M Ward"", ""I.M Ward"", ""I. M. Ward"", ""Ian. M. Ward"", ""I.M.L. Ward"", ""I.M. Ward"", ""Ian Macmillan Ward"", ""I. Ward""]",2014
Roger Cotterrell,"[""Roger Cotterrell"", ""Roger B. M. Cotterrell"", ""Roger B.M. Cotterrell"", ""R Cotterrell"", ""ROGER COTTERRELL""]",1986
Keith Soothill,"[""Keith Soothill"", ""K.L. Soothill"", ""K L Soothill"", ""KEITH SOOTHILL"", ""K. L. Soothill"", ""Keith Leonard Soothill"", ""K Soothill"", ""K. Soothill"", ""Keith L. Soothill""]",1990
Sylvia Walby,"[""S. Walby"", ""SYLVIA WALBY"", ""Sylvia Walby"", ""S Walby""]",1990
Paul Bagguley,"[""Paul Bagguley"", ""P. Bagguley"", ""PAUL BAGGULEY"", ""P Bagguley""]",1990
Brian Hipkin,"[""Brian Hipkin""]",1984
John Paul Brady,"[""Brady Jp"", ""JP Brady"", ""JOHN PAUL BRADY"", ""J. Brady"", ""J P Brady"", ""John Brady"", ""J Brady"", ""J. P. Brady"", ""John P. Brady"", ""John Paul Brady"", ""J.P. Brady"", ""James P Brady"", ""James Brady"", ""John P Brady"", ""James P. Brady""]",1984
Lois S Bibbings,"[""Lois S Bibbings"", ""Lois S. Bibbings"", ""Lois Bibbings"", ""L.S Bibbings""]",2006
Cristina Leston-Bandeira,"[""Cristina Leston-Bandeira"", ""Cristina. Leston-Bandeira"", ""C Leston-Bandeira"", ""cristina leston-bandeira"", ""Cristina Leston‐Bandeira"", ""Cristina Leston Bandeira"", ""Cristina Leston-bandeira""]",2019
Ben Yong,"[""Ben. Yong"", ""Benjamin Jun Yong"", ""Benjamin. Yong"", ""Benjamin Yong"", ""B Yong"", ""Ben Yong"", ""Ben Yong""]",2019
Greg Davies,"[""G. E. Davies"", ""Gregory Davies"", ""G Davies"", ""Greg Davies"", ""G P Davies"", ""Greg. Davies""]",2019
William Twining,"[""W. L. Twining"", ""William L. Twining"", ""W. Twining"", ""William Lawrence Twining"", ""W Twining"", ""William Twining""]",1984
Linda Dickens,"[""Linda R. Dickens"", ""L Dickens"", ""Linda Dickens"", ""LINDA DICKENS"", ""L. Dickens""]",1986
Paddy Ireland,"[""P. Ireland"", ""P Ireland"", ""Paddy Ireland"", ""Paddy W Ireland""]",1997
Tom Campbell,"[""T. Campbell"", ""T. D. Campbell"", ""T.D. Campbell"", ""Tom D. Campbell"", ""T Campbell"", ""Tom Campbell""]",2010
Sally Wheeler,"[""S Wheeler"", ""Sally Padgett. Wheeler"", ""Sally Wheeler"", ""Sally Padgett Wheeler""]",2013
Maureen Spencer,"[""Maureen P. Spencer"", ""Maureen Spencer"", ""M Spencer"", ""M. Spencer"", ""Maureen Patricia Spencer"", ""Maureen P Spencer"", ""M.P. Spencer""]",2010
John Spencer,"[""J. N. Spencer"", ""J. Spencer"", ""John Spencer"", ""J.N. Spencer""]",2010
Bernard Ryan,"[""Bernard F. Ryan"", ""B. Ryan"", ""B Ryan"", ""Bernard Ryan""]",1996
Richard Abel,"[""Richard Abel"", ""Richard L. Abel"", ""Richard Leslie Abel"", ""R L Abel"", ""richard abel"", ""R. L. Abel"", ""R Abel"", ""R. Abel"", ""R.L. Abel"", ""Richard L Abel""]",1988
Carol Smart,"[""C. Smart"", ""Carol Smart"", ""CAROL SMART"", ""C. F. Smart""]",1991
David Whyte,"[""D Whyte"", ""David Whyte"", ""D. R. Whyte"", ""Dave Whyte"", ""D. Whyte"", ""Whyte Dave""]",2003
Jon Nixon,"[""Judy Nixon"", ""J Nixon"", ""Jon Nixon"", ""Judy C. Nixon"", ""Judith M. Nixon"", ""Judith M Nixon"", ""J C Nixon"", ""J Nixón"", ""J.R. Nixon"", ""J.M. Nixon"", ""J. C. Nixon"", ""J. Nixon"", ""Judith Nixon""]",2010
Sadie Parr,"[""Sadie Parr"", ""SADIE PARR"", ""S. Parr"", ""S Parr"", ""S. S. Parr""]",2010
